seq_id	L_seq	cov_best	cov_merged	n_domains	rescued_by_stitching	bin
UniRef90_A0AAE6YBF2	550	0.4586	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A517NMS1	550	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A3M7DKP4	492	0.4246	0.9427	2	True	PASS_CANONICAL
UniRef90_A0A2X0MKU9	549	0.4416	0.8960	2	True	PASS_CANONICAL
UniRef90_A0ABR1YSN8	549	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0AAN9UHD2	549	0.4183	0.9469	2	True	PASS_CANONICAL
UniRef90_A0A316ZF85	549	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_K3YH69	506	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A804HU80	539	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A4S4DYC0	549	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A6P6UTR6	536	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_O22407	547	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_UPI002D784765	549	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0AAW1WUG0	548	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A2C9WAT9	525	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0ABD1UA75	528	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI0025AE5597	548	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_A0A1B9GP67	547	0.4289	0.9512	2	True	PASS_CANONICAL
UniRef90_A0A1Y2B9D2	547	0.4310	0.9490	2	True	PASS_CANONICAL
UniRef90_A0A9P7GI05	547	0.4161	0.9469	2	True	PASS_CANONICAL
UniRef90_A0A2P6PIR9	539	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0A8X7ZQU6	547	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_A0AAD7LWQ5	547	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_A0A843WUT9	547	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A0C3QIU0	546	0.8917	0.8917	1	False	PASS_CANONICAL
UniRef90_A0A316W6W4	546	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A4Q1BUX6	546	0.4268	0.9490	2	True	PASS_CANONICAL
UniRef90_A0A2P5D9S0	546	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A6P3ZUU8	546	0.9894	0.9894	1	False	PASS_CANONICAL
UniRef90_A0A1Q3CSN6	546	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A7J7MBH4	546	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A9E7I3B8	542	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_Q88LR3	448	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A199VN10	545	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A2I0BDJ9	545	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ACB9LD63	545	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A8T1PIQ9	545	0.9851	0.9851	1	False	PASS_CANONICAL
UniRef90_A0A6P4BXL9	545	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A2C9U1Y8	545	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI00265967EC	545	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI001FB0FD79	545	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0AAV5FBE7	461	0.6178	0.7919	2	True	PASS_CANONICAL
UniRef90_A0ABP0UQG8	544	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A6P5FBH1	544	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0ABQ9LGB7	544	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A0A6Z9Z1	544	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI0036790747	544	0.2569	0.2569	1	False	FRAG
UniRef90_A0A427XQJ1	543	0.3907	0.9193	2	True	PASS_CANONICAL
UniRef90_A0A8H6XEV1	543	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ABC8UE31	543	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0A5A8C020	543	0.5478	0.9512	2	True	PASS_CANONICAL
UniRef90_A0A834GR33	543	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A7J7D0I0	543	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A067XH53	533	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_G7KAF6	532	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A484LRA7	543	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A7J7NTN5	543	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A2P2JSP4	543	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_R7YL86	542	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A0D2AYE5	536	0.5308	0.9512	3	True	PASS_CANONICAL
UniRef90_A0ACC2WK13	542	0.4310	0.9490	2	True	PASS_CANONICAL
UniRef90_I1H4W3	542	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A6J1KUE7	542	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A9N7RL27	542	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0ACC0A3N8	542	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A1S3Z7J6	533	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_V4SDX4	502	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A6P5S2U4	540	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI002B416C8C	542	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A5N6RAY5	540	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_H9C957	540	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_UPI0022527AD7	542	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A5J9T2B9	506	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_W9X6F6	541	0.5435	0.9618	3	True	PASS_CANONICAL
UniRef90_A0A8B9ABY5	538	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0A1U8AY14	541	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A5N6LLG8	506	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AAN8UUE8	541	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A835VK69	541	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0AAE1J702	541	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A7N2N868	537	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI000B8CE74B	541	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI0009016055	539	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A3S4NMX3	536	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0A540MHG5	453	0.8110	0.8110	1	False	PASS_CANONICAL
UniRef90_A0A6I9QYR4	540	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A7T0BRC0	540	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A2R6R2V3	533	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A199VMI7	531	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_E4N8U9	540	0.4671	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A5K0X0K2	92	0.1953	0.1953	1	False	FRAG
UniRef90_K7M7P5	509	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A2U1MB37	539	0.7410	0.9788	2	False	PASS_CANONICAL
UniRef90_A0A8J5KTC3	539	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAQ3KHI0	539	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A9P1E7A9	539	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAN8VXY1	539	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0A426XSN9	435	0.7898	0.7898	1	False	PASS_CANONICAL
UniRef90_A0A443PGN7	539	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0ABD2Z784	539	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0ABU6WFQ4	539	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABU6UEE6	539	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_M9RNP7	456	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_I1JGU9	444	0.7898	0.7898	1	False	PASS_CANONICAL
UniRef90_A0A0C3BI16	538	0.4183	0.9406	2	True	PASS_CANONICAL
UniRef90_A0AAV8T726	538	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A8B8NY13	525	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A6A5MDY1	538	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_G9BF69	528	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A176WRX1	538	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A0D6R1W6	538	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_UPI00215F3754	538	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A9Q0JUM9	532	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_B2HGU5	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_I1GSB3	537	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A2R6RNL7	537	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0AAE1JU17	532	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_G4TH58	537	0.4140	0.9321	2	True	PASS_CANONICAL
UniRef90_A0A7I4D3Q4	536	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0A833VCW0	537	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A383VFR6	513	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A4Y7INP5	536	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A6P5S9G7	534	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAX6DIP6	537	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AAP0NNV6	537	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0ABC8SNE6	537	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A835DHJ5	537	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A6P6AU60	537	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A2I4DGT3	511	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI001FB124F9	537	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A066WNM0	536	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_A0A2K1KCL3	536	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0AAV5L9H5	536	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0AAQ3L187	536	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAD3XV04	536	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A2C9WE20	536	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A835QV70	536	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A200QZ57	536	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A5P1FBU7	536	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AAE2CNF5	531	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0AAD5SFK5	535	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0AAV1DRW6	535	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_B9RJN2	535	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0A4Y7JV46	442	0.7898	0.7898	1	False	PASS_CANONICAL
UniRef90_A0A5C7HVE4	528	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_A0ACB9M038	535	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_G9BF70	508	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0AAD3RY66	535	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AB40BCV7	534	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A3S3QY47	535	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A6P6THS6	533	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A8T0GSU6	535	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AAV7EUZ7	535	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ABD3I8F8	535	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2Z7B3F5	532	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A6I9TQE2	530	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_A0A0D9XMJ5	484	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_W9X3V0	515	0.5223	0.9427	2	True	PASS_CANONICAL
UniRef90_A0A8T2S634	534	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABD3J6G1	534	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A8J5FC94	534	0.9894	0.9894	1	False	PASS_CANONICAL
UniRef90_A0A9E7GG05	533	0.9851	0.9851	1	False	PASS_CANONICAL
UniRef90_A0A394DNP0	534	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A7J6VQD5	534	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A5J4YK40	534	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0A1J0CL90	533	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A5J5B5L8	534	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A0D6R5M3	534	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A6P8DV47	534	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_B9T0A7	533	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0AAV6WDR3	534	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0AAV5J435	533	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0AAV8TYT9	533	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ACC2E7D7	533	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0ACC2D1M1	533	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A6P4AKY7	533	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A218X3Z0	530	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0AB40AHF9	533	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_A0AAV3P5Q9	533	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A9Q0J217	533	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0AAP0BWT3	533	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A9W7HUV7	533	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A3M7KV05	510	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A804KZZ2	532	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0AAD7KSV7	533	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ABD3A782	533	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI00258A9957	533	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_UPI0021E92204	533	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI0028A1ECDE	533	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI0019054B4E	533	0.4225	0.9554	2	True	PASS_CANONICAL
UniRef90_UPI003D77157E	533	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A9TZP0	532	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0AAV9IEH3	532	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAE1X4S4	530	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_F6HJL1	532	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A0K9P3Y3	532	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A803MEA5	505	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_T2DMV4	532	0.4841	0.8344	2	True	PASS_CANONICAL
UniRef90_A0A830BMJ3	521	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_W9SI59	532	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0AA38GIX9	532	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0AAW2IZE3	532	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI002414BB18	532	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_UPI0012EF6E88	532	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_UPI0021E764E7	532	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI001FB0719E	532	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI00053C6108	532	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AA39RNL4	524	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0ABV0BAU2	531	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_UPI00203707B0	532	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0AAD9ZG97	512	0.4098	0.9597	2	True	PASS_CANONICAL
UniRef90_A0A8H3TWU5	531	0.4289	0.9512	2	True	PASS_CANONICAL
UniRef90_W9XWV4	531	0.5223	0.9469	3	True	PASS_CANONICAL
UniRef90_A0A0F7SSA5	531	0.4183	0.9469	2	True	PASS_CANONICAL
UniRef90_C1G7F9	487	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2K1LAI9	531	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A1S3B227	531	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A803PRC1	527	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0AAV8TRJ3	531	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A498I014	531	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0ACC0AKA6	531	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A061SDV5	531	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0AAW2JLD2	531	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A2G9HH51	530	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0A6P4C928	465	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0AAP0QVF6	531	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A0C9QML4	531	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_P29976	525	0.9873	0.9873	1	False	PASS_CANONICAL
UniRef90_A0ABD1P952	531	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ABD1VLA7	531	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI001E52AAA7	531	0.9151	0.9151	1	False	PASS_CANONICAL
UniRef90_UPI002EDAD999	531	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0AAD2K0I0	530	0.8556	0.8556	1	False	PASS_CANONICAL
UniRef90_A0A978UZV2	530	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_Q9SK84	527	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAV1HXJ7	530	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7S3QKX9	530	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A5A7RD57	530	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_A0A5A7P3K7	530	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A9Q0G7H9	530	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A2I0ABM8	530	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A2G9GY42	530	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A022RFG9	530	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A1Q3CS02	530	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A5J9VN68	530	0.7389	0.7389	1	False	PASS_CANONICAL
UniRef90_G0YGH4	530	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_A0A7W7K0S8	530	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A285R223	530	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABW3HCP6	530	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A4Q2IUI9	530	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A5B8LGA4	529	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A2Z7BRD6	528	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_UPI000440E9A3	530	0.4289	0.9554	2	True	PASS_CANONICAL
UniRef90_UPI003FCC15C0	530	0.4140	0.9490	2	True	PASS_CANONICAL
UniRef90_UPI0025AEC06A	530	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A5K1FMU0	90	0.1699	0.1699	1	False	FRAG
UniRef90_A0A9P6W879	529	0.9002	0.9002	1	False	PASS_CANONICAL
UniRef90_A0A6A6BBP7	529	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A8R7K3L7	513	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A7S2B8S4	529	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A5N6KQQ9	529	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A0K9PEE0	529	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A5C7HAQ3	513	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0A6I9UGE5	529	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_M2XK66	529	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A2I4DSN7	523	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A7C9F2Z6	529	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A8T4IHB2	529	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2A4B4L6	529	0.9639	0.9639	1	False	PASS_CANONICAL
UniRef90_A0A4R6FFX1	529	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A4U1L767	455	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A840YY50	529	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7X5XXU1	529	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A6G6Y776	529	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003D6A8557	529	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A7U4J779	528	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A834LK20	528	0.9766	0.9766	1	False	PASS_CANONICAL
UniRef90_UPI000B8C7304	529	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_UPI00082C1E0E	529	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00258C4B83	529	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_UPI003A88D1EC	529	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A194S6B3	527	0.8938	0.8938	1	False	PASS_CANONICAL
UniRef90_A0A8H3L8U4	528	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A316VB78	528	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0AAE0CH70	528	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0AAV5KFX9	528	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A7N0TSK1	528	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A9N7NJS2	528	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A6I9R3D5	521	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A699YST5	528	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A1S3BKR2	522	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0AAD3SPH9	528	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0AAE1Y655	528	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_A0A1B3ZFM2	528	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A369VVG8	457	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A840YAP2	528	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1G6SR23	462	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI004062C401	528	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0A1J9SA64	473	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A511KQ46	527	0.8981	0.8981	1	False	PASS_CANONICAL
UniRef90_A0A7D5U0M8	527	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A8T2UY97	527	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_W1NJW2	527	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0ABD1HP76	527	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A833USP4	527	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0AAD3T390	527	0.9660	0.9660	1	False	PASS_CANONICAL
UniRef90_A0A8S1IZN8	527	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_V4T255	527	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ACC1XU50	527	0.9851	0.9851	1	False	PASS_CANONICAL
UniRef90_A0A8X8WVJ6	514	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0AAP0JHP2	527	0.4352	0.8577	2	True	PASS_CANONICAL
UniRef90_A0ABC8T1E9	527	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0AA86GJF0	527	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A1E3LWZ9	527	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI002AAF92F0	527	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0ACC1BGJ2	495	0.7410	0.9130	2	False	PASS_CANONICAL
UniRef90_A0AAF0WR96	504	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A139ASF4	526	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A8H5F2J0	526	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A9P3PQ15	526	0.5202	0.8386	2	True	PASS_CANONICAL
UniRef90_M7SZD7	526	0.4225	0.9660	2	True	PASS_CANONICAL
UniRef90_A0AAX6E6P5	526	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A834GLT6	526	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A6P3YZ69	526	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A804P040	445	0.7898	0.7898	1	False	PASS_CANONICAL
