seq_id	dah7ps_score	kdops_score	delta	verdict
UniRef90_A0A0K9GYF5	560.9	111.6	449.3	KEEP
UniRef90_A0A0K9NUC8	111.8	386.5	-274.7	REMOVE
UniRef90_A0A0L0EX09	85.8	433.6	-347.8	REMOVE
UniRef90_A0A0L0WEZ0	406.8	129.1	277.7	KEEP
UniRef90_A0A0L1JQ15	121.5	414.2	-292.7	REMOVE
UniRef90_A0A0L6CXP1	115.3	425.1	-309.8	REMOVE
UniRef90_A0A0L6JIF0	412.1	111.0	301.1	KEEP
UniRef90_A0A0L6JNR3	435.3	113.8	321.5	KEEP
UniRef90_A0A0L6JSI2	425.5	105.2	320.3	KEEP
UniRef90_A0A0L6TZZ3	416.8	103.2	313.6	KEEP
UniRef90_A0A0L6Z7D8	398.7	122.9	275.8	KEEP
UniRef90_A0A0L8C6M0	96.6	424.5	-327.9	REMOVE
UniRef90_A0A0L8V5Q8	129.2	351.8	-222.6	REMOVE
UniRef90_A0A0L8V8D4	160.4	59.3	101.1	KEEP
UniRef90_A0A0M0GFR4	109.1	420.5	-311.4	REMOVE
UniRef90_A0A0M0KXF4	573.7	114.9	458.8	KEEP
UniRef90_A0A0M2KC00	96.1	424.0	-327.9	REMOVE
UniRef90_A0A0M2NFK7	416.7	127.5	289.2	KEEP
UniRef90_A0A0M2NM53	400.4	102.9	297.5	KEEP
UniRef90_A0A0M2R7K9	110.3	440.4	-330.1	REMOVE
UniRef90_A0A0M2SS44	432.9	103.9	329.0	KEEP
UniRef90_A0A0M2SV00	582.1	116.1	466.0	KEEP
UniRef90_A0A0M2V178	124.7	402.1	-277.4	REMOVE
UniRef90_A0A0M2VA62	79.7	427.8	-348.1	REMOVE
UniRef90_A0A0M3V9F6	91.9	420.6	-328.7	REMOVE
UniRef90_A0A0M4CZJ0	405.9	112.9	293.0	KEEP
UniRef90_A0A0M4D1P6	130.1	422.5	-292.4	REMOVE
UniRef90_A0A0M4DG23	419.7	113.4	306.3	KEEP
UniRef90_A0A0M4FK60	577.0	114.2	462.8	KEEP
UniRef90_A0A0M4M6T0	107.2	425.4	-318.2	REMOVE
UniRef90_A0A0M4NI12	122.5	434.5	-312.0	REMOVE
UniRef90_A0A0M5KYP5	117.2	429.7	-312.5	REMOVE
UniRef90_A0A0M6W748	99.4	396.0	-296.6	REMOVE
UniRef90_A0A0M6XPP5	106.5	405.2	-298.7	REMOVE
UniRef90_A0A0M6XZT3	117.5	450.0	-332.5	REMOVE
UniRef90_A0A0M6YIL4	113.3	407.8	-294.5	REMOVE
UniRef90_A0A0M7AMS6	111.3	427.9	-316.6	REMOVE
UniRef90_A0A0M7AW54	113.7	439.1	-325.4	REMOVE
UniRef90_A0A0M7BA87	109.9	407.1	-297.2	REMOVE
UniRef90_A0A0M8K7C1	433.4	118.7	314.7	KEEP
UniRef90_A0A0M8MAG5	121.7	333.4	-211.7	REMOVE
UniRef90_A0A0M9AGL0	404.7	115.5	289.2	KEEP
UniRef90_A0A0M9BM55	524.5	117.3	407.2	KEEP
UniRef90_A0A0M9UCR8	379.1	109.0	270.1	KEEP
UniRef90_A0A0M9UCS3	414.3	120.8	293.5	KEEP
UniRef90_A0A0N0E7L9	104.2	437.5	-333.3	REMOVE
UniRef90_A0A0N0GLY2	105.9	449.1	-343.2	REMOVE
UniRef90_A0A0N0GNF8	382.6	107.0	275.6	KEEP
UniRef90_A0A0N0MCH3	117.0	414.5	-297.5	REMOVE
UniRef90_A0A0N1FC40	132.6	420.0	-287.4	REMOVE
UniRef90_A0A0N7HYD4	169.6	55.6	114.0	KEEP
UniRef90_A0A0N7J0T7	409.3	112.1	297.2	KEEP
UniRef90_A0A0N7LT83	101.2	410.9	-309.7	REMOVE
UniRef90_A0A0N7LZ64	98.7	407.7	-309.0	REMOVE
UniRef90_A0A0N7M158	111.7	403.1	-291.4	REMOVE
UniRef90_A0A0N8H9Z8	125.1	329.3	-204.2	REMOVE
UniRef90_A0A0N8HA90	149.1	35.5	113.6	KEEP
UniRef90_A0A0N8K754	120.4	423.2	-302.8	REMOVE
UniRef90_A0A0N8KHJ6	167.9	46.1	121.8	KEEP
UniRef90_A0A0N8NTG7	410.7	125.6	285.1	KEEP
UniRef90_A0A0N9ZWE0	109.1	401.2	-292.1	REMOVE
UniRef90_A0A0P0CLB5	156.5	48.0	108.5	KEEP
UniRef90_A0A0P0GBF7	114.8	352.0	-237.2	REMOVE
UniRef90_A0A0P0GEN9	153.6	56.1	97.5	KEEP
UniRef90_A0A0P0N276	340.7	124.8	215.9	KEEP
UniRef90_A0A0P0NZH4	119.0	422.8	-303.8	REMOVE
UniRef90_A0A0P0UTD2	121.8	430.8	-309.0	REMOVE
UniRef90_A0A0P0Z2N0	106.2	425.4	-319.2	REMOVE
UniRef90_A0A0P0Z345	110.8	426.6	-315.8	REMOVE
UniRef90_A0A0P1AR85	98.0	320.7	-222.7	REMOVE
UniRef90_A0A0P1E9V4	90.0	401.0	-311.0	REMOVE
UniRef90_A0A0P1EUQ8	92.7	402.2	-309.5	REMOVE
UniRef90_A0A0P1FAU0	112.8	427.7	-314.9	REMOVE
UniRef90_A0A0P1FVT2	111.7	413.7	-302.0	REMOVE
UniRef90_A0A0P1H5W7	112.6	419.8	-307.2	REMOVE
UniRef90_A0A0P1IJU3	101.1	420.3	-319.2	REMOVE
UniRef90_A0A0P1IQT6	133.8	420.2	-286.4	REMOVE
UniRef90_A0A0P1LSQ2	168.4	369.2	-200.8	REMOVE
UniRef90_A0A0P6S3A9	345.4	96.8	248.6	KEEP
UniRef90_A0A0P6VFC2	113.3	433.9	-320.6	REMOVE
UniRef90_A0A0P6X1G3	397.7	117.0	280.7	KEEP
UniRef90_A0A0P6X2G8	413.5	123.4	290.1	KEEP
UniRef90_A0A0P6XVC7	449.4	122.3	327.1	KEEP
UniRef90_A0A0P6Y764	127.3	387.4	-260.1	REMOVE
UniRef90_A0A0P6YC51	429.0	113.8	315.2	KEEP
UniRef90_A0A0P7ARR9	119.3	343.4	-224.1	REMOVE
UniRef90_A0A0P7J017	90.1	408.0	-317.9	REMOVE
UniRef90_A0A0P7Y7Y4	121.0	424.1	-303.1	REMOVE
UniRef90_A0A0P8AUU1	146.5	57.1	89.4	KEEP
UniRef90_A0A0P8B865	220.2	44.8	175.4	KEEP
UniRef90_A0A0P8C917	115.7	369.6	-253.9	REMOVE
UniRef90_A0A0P8DKR8	108.5	430.2	-321.7	REMOVE
UniRef90_A0A0P8W4E6	330.6	108.9	221.7	KEEP
UniRef90_A0A0P8WZY9	408.9	117.2	291.7	KEEP
UniRef90_A0A0P8YAI7	384.9	101.6	283.3	KEEP
UniRef90_A0A0P9C8V4	227.7	45.7	182.0	KEEP
UniRef90_A0A0P9CQU8	104.5	438.7	-334.2	REMOVE
UniRef90_A0A0P9CYP1	412.1	115.1	297.0	KEEP
UniRef90_A0A0P9DHZ5	377.0	103.9	273.1	KEEP
UniRef90_A0A0Q0WK48	362.1	113.2	248.9	KEEP
UniRef90_A0A0Q1BYQ1	165.8	51.9	113.9	KEEP
UniRef90_A0A0Q1HEE9	123.9	346.2	-222.3	REMOVE
UniRef90_A0A0Q3STI3	117.6	425.5	-307.9	REMOVE
UniRef90_A0A0Q3WX22	569.9	114.8	455.1	KEEP
UniRef90_A0A0Q4B1C3	142.5	32.6	109.9	KEEP
UniRef90_A0A0Q4B8V6	111.8	326.8	-215.0	REMOVE
UniRef90_A0A0Q9YQW8	355.5	108.3	247.2	KEEP
UniRef90_A0A0Q9YRH9	115.7	443.3	-327.6	REMOVE
UniRef90_A0A0Q9YS94	214.7	52.2	162.5	KEEP
UniRef90_A0A0Q9YY99	112.3	450.6	-338.3	REMOVE
UniRef90_A0A0Q9Z312	216.3	50.3	166.0	KEEP
UniRef90_A0A0R0C271	93.9	401.9	-308.0	REMOVE
UniRef90_A0A0R0D5Y4	116.8	453.9	-337.1	REMOVE
UniRef90_A0A0R0D815	118.9	455.0	-336.1	REMOVE
UniRef90_A0A0R1H341	361.5	112.7	248.8	KEEP
UniRef90_A0A0R1HMW5	359.5	111.9	247.6	KEEP
UniRef90_A0A0R1K7Q1	344.8	88.4	256.4	KEEP
UniRef90_A0A0R1LTN9	367.0	114.8	252.2	KEEP
UniRef90_A0A0R1LZE9	377.7	111.5	266.2	KEEP
UniRef90_A0A0R1P224	362.9	122.2	240.7	KEEP
UniRef90_A0A0R1PWH2	369.3	109.1	260.2	KEEP
UniRef90_A0A0R1QI48	347.6	95.2	252.4	KEEP
UniRef90_A0A0R1SHN3	115.4	362.1	-246.7	REMOVE
UniRef90_A0A0R1STG8	375.3	113.9	261.4	KEEP
UniRef90_A0A0R1V0J6	359.2	110.9	248.3	KEEP
UniRef90_A0A0R1VGI3	361.4	115.2	246.2	KEEP
UniRef90_A0A0R1VQ39	122.0	335.5	-213.5	REMOVE
UniRef90_A0A0R1VXN7	378.3	110.6	267.7	KEEP
UniRef90_A0A0R1W8A2	386.7	110.4	276.3	KEEP
UniRef90_A0A0R1XSZ5	367.5	111.5	256.0	KEEP
UniRef90_A0A0R2A834	377.0	111.2	265.8	KEEP
UniRef90_A0A0R2BFF7	367.8	114.4	253.4	KEEP
UniRef90_A0A0R2BL61	389.6	111.2	278.4	KEEP
UniRef90_A0A0R2BP41	369.2	123.1	246.1	KEEP
UniRef90_A0A0R2CAV8	372.9	109.2	263.7	KEEP
UniRef90_A0A0R2FHP7	365.0	121.3	243.7	KEEP
UniRef90_A0A0R2G8G9	334.2	90.7	243.5	KEEP
UniRef90_A0A0R2GWF7	368.5	116.7	251.8	KEEP
UniRef90_A0A0R2JH42	356.1	91.3	264.8	KEEP
UniRef90_A0A0R2LAK9	380.7	102.9	277.8	KEEP
UniRef90_A0A0R2RHV4	68.2	324.7	-256.5	REMOVE
UniRef90_A0A0R2T4W6	82.3	407.1	-324.8	REMOVE
UniRef90_A0A0R2U6E2	72.9	366.7	-293.8	REMOVE
UniRef90_A0A0R2UAE8	105.0	399.6	-294.6	REMOVE
UniRef90_A0A0R3JSS0	353.7	117.7	236.0	KEEP
UniRef90_A0A0S1X9G3	444.7	119.3	325.4	KEEP
UniRef90_A0A0S2FE73	116.0	454.2	-338.2	REMOVE
UniRef90_A0A0S2HZE9	157.1	45.9	111.2	KEEP
UniRef90_A0A0S2I2A0	173.3	48.6	124.7	KEEP
UniRef90_A0A0S2I511	117.5	355.8	-238.3	REMOVE
UniRef90_A0A0S2KCK2	88.3	418.1	-329.8	REMOVE
UniRef90_A0A0S2KMT1	91.3	339.6	-248.3	REMOVE
UniRef90_A0A0S2SK25	407.7	100.3	307.4	KEEP
UniRef90_A0A0S2TDB8	219.2	47.4	171.8	KEEP
UniRef90_A0A0S2TDE8	387.6	106.7	280.9	KEEP
UniRef90_A0A0S2TIB4	117.1	455.8	-338.7	REMOVE
UniRef90_A0A0S2W6L1	377.6	114.3	263.3	KEEP
UniRef90_A0A0S2W8J7	403.6	116.8	286.8	KEEP
UniRef90_A0A0S3AI51	229.6	43.2	186.4	KEEP
UniRef90_A0A0S3EW30	104.5	413.1	-308.6	REMOVE
UniRef90_A0A0S3PWP3	113.1	424.2	-311.1	REMOVE
UniRef90_A0A0S3QUJ4	153.5	402.9	-249.4	REMOVE
UniRef90_A0A0S4KWS8	112.5	421.8	-309.3	REMOVE
UniRef90_A0A0S4LL72	128.1	420.4	-292.3	REMOVE
UniRef90_A0A0S4N197	438.8	118.4	320.4	KEEP
UniRef90_A0A0S4N5L5	169.8	362.3	-192.5	REMOVE
UniRef90_A0A0S4XNT6	91.7	354.5	-262.8	REMOVE
UniRef90_A0A0S6VPP2	118.5	393.2	-274.7	REMOVE
UniRef90_A0A0S7BZG5	166.7	46.3	120.4	KEEP
UniRef90_A0A0S7C3J6	122.3	348.6	-226.3	REMOVE
UniRef90_A0A0S7EFN3	160.1	42.9	117.2	KEEP
UniRef90_A0A0S7WF43	113.4	348.1	-234.7	REMOVE
UniRef90_A0A0S7WK35	112.3	356.8	-244.5	REMOVE
UniRef90_A0A0S7XJL5	390.0	129.2	260.8	KEEP
UniRef90_A0A0S7Y550	428.9	129.6	299.3	KEEP
UniRef90_A0A0S7Y690	133.3	391.6	-258.3	REMOVE
UniRef90_A0A0S8JL53	124.2	333.2	-209.0	REMOVE
UniRef90_A0A0T5NUB3	96.5	413.6	-317.1	REMOVE
UniRef90_A0A0T5P951	104.5	410.6	-306.1	REMOVE
UniRef90_A0A0T5X9X6	390.1	98.7	291.4	KEEP
UniRef90_A0A0T5XBB4	142.5	411.0	-268.5	REMOVE
UniRef90_A0A0T9Q4N3	92.4	430.8	-338.4	REMOVE
UniRef90_A0A0U1KT26	110.4	419.4	-309.0	REMOVE
UniRef90_A0A0U1L2Y0	418.5	109.9	308.6	KEEP
UniRef90_A0A0U1L3I5	407.3	110.2	297.1	KEEP
UniRef90_A0A0U1L3X7	386.2	125.0	261.2	KEEP
UniRef90_A0A0U1L587	389.9	111.0	278.9	KEEP
UniRef90_A0A0U1NLB1	85.3	392.0	-306.7	REMOVE
UniRef90_A0A0U1PZ27	94.9	411.4	-316.5	REMOVE
UniRef90_A0A0U1Q053	108.1	443.8	-335.7	REMOVE
UniRef90_A0A0U2VQP4	398.3	102.2	296.1	KEEP
UniRef90_A0A0U2W6N3	520.7	113.3	407.4	KEEP
UniRef90_A0A0U3F1X4	424.0	113.9	310.1	KEEP
UniRef90_A0A0U3N7E1	103.6	434.8	-331.2	REMOVE
UniRef90_A0A0U3N825	78.7	412.8	-334.1	REMOVE
UniRef90_A0A0U4B1V0	176.4	60.7	115.7	KEEP
UniRef90_A0A0U4FD38	543.1	116.6	426.5	KEEP
UniRef90_A0A0U4WLP5	536.6	117.5	419.1	KEEP
UniRef90_A0A0U5AKL3	107.1	380.4	-273.3	REMOVE
UniRef90_A0A0U5AP63	252.0	65.9	186.1	KEEP
UniRef90_A0A0U5FST4	109.4	428.9	-319.5	REMOVE
UniRef90_A0A0U5FYJ4	122.4	426.5	-304.1	REMOVE
UniRef90_A0A0U5GL34	96.4	431.2	-334.8	REMOVE
UniRef90_A0A0U5J7I2	114.3	393.3	-279.0	REMOVE
UniRef90_A0A0U9HGR8	415.1	125.4	289.7	KEEP
UniRef90_A0A0U9I8T2	135.1	423.1	-288.0	REMOVE
UniRef90_A0A0V7ZDG6	352.1	120.8	231.3	KEEP
UniRef90_A0A0V7ZIW5	357.4	128.8	228.6	KEEP
UniRef90_A0A0V7ZS44	367.8	122.7	245.1	KEEP
UniRef90_A0A0V8J9H7	483.6	107.4	376.2	KEEP
UniRef90_A0A0V8QBM2	423.1	114.9	308.2	KEEP
UniRef90_A0A0V8RWQ9	341.0	113.5	227.5	KEEP
UniRef90_A0A0W0R461	117.5	449.9	-332.4	REMOVE
UniRef90_A0A0W0TQT3	113.6	444.4	-330.8	REMOVE
UniRef90_A0A0W0VA35	109.6	442.5	-332.9	REMOVE
UniRef90_A0A0W0VKA8	112.3	443.7	-331.4	REMOVE
UniRef90_A0A0W0VR77	104.2	438.8	-334.6	REMOVE
UniRef90_A0A0W0VY42	114.2	445.2	-331.0	REMOVE
UniRef90_A0A0W0Y0N8	112.2	449.2	-337.0	REMOVE
UniRef90_A0A0W0Y495	105.6	446.7	-341.1	REMOVE
UniRef90_A0A0W0Z6T3	115.0	448.5	-333.5	REMOVE
UniRef90_A0A0W7WHR8	114.1	411.7	-297.6	REMOVE
UniRef90_A0A0W8E121	399.2	114.0	285.2	KEEP
UniRef90_A0A0W8E347	94.5	49.9	44.6	KEEP
UniRef90_A0A0W8E3K2	275.3	60.2	215.1	KEEP
UniRef90_A0A0W8E4G5	394.2	110.3	283.9	KEEP
UniRef90_A0A0W8E7R7	375.3	108.2	267.1	KEEP
UniRef90_A0A0W8FS90	115.4	417.8	-302.4	REMOVE
UniRef90_A0A0W8FT89	426.0	109.1	316.9	KEEP
UniRef90_A0A0W8FWZ8	409.6	133.7	275.9	KEEP
UniRef90_A0A0W8G739	114.5	408.9	-294.4	REMOVE
UniRef90_A0A0X3AQI7	173.7	55.4	118.3	KEEP
UniRef90_A0A0X3ASF0	131.2	322.6	-191.4	REMOVE
UniRef90_A0A0X3TDZ5	101.3	411.2	-309.9	REMOVE
UniRef90_A0A0X8FJV9	381.3	111.3	270.0	KEEP
UniRef90_A0A0X8G5Z6	108.4	344.0	-235.6	REMOVE
UniRef90_A0A0X8JPN7	107.6	398.1	-290.5	REMOVE
UniRef90_A0A0X8X2Y6	107.3	353.1	-245.8	REMOVE
UniRef90_A0A0X9W718	100.6	411.3	-310.7	REMOVE
UniRef90_A0A100VS03	111.0	418.0	-307.0	REMOVE
UniRef90_A0A101HHK0	169.7	38.9	130.8	KEEP
UniRef90_A0A101K657	360.8	92.8	268.0	KEEP
UniRef90_A0A109BHP7	111.5	417.8	-306.3	REMOVE
UniRef90_A0A109JYB4	126.8	421.4	-294.6	REMOVE
UniRef90_A0A109RND9	166.8	51.4	115.4	KEEP
UniRef90_A0A120JWH7	89.4	429.8	-340.4	REMOVE
UniRef90_A0A120MZR2	100.3	416.0	-315.7	REMOVE
UniRef90_A0A124SHD1	100.8	379.6	-278.8	REMOVE
UniRef90_A0A126QPI2	117.4	416.2	-298.8	REMOVE
UniRef90_A0A126T797	109.5	455.9	-346.4	REMOVE
UniRef90_A0A126UY33	125.4	420.7	-295.3	REMOVE
UniRef90_A0A127EG62	409.7	134.6	275.1	KEEP
UniRef90_A0A127FCM6	110.3	453.1	-342.8	REMOVE
UniRef90_A0A127JPP7	112.9	447.6	-334.7	REMOVE
UniRef90_A0A127M4L9	90.8	429.9	-339.1	REMOVE
UniRef90_A0A127VAB1	124.7	348.9	-224.2	REMOVE
UniRef90_A0A127VF58	162.7	40.5	122.2	KEEP
UniRef90_A0A128EQS2	75.2	371.6	-296.4	REMOVE
UniRef90_A0A128EYF8	404.0	109.1	294.9	KEEP
UniRef90_A0A132MSC0	401.9	114.3	287.6	KEEP
UniRef90_A0A132N673	406.7	120.4	286.3	KEEP
UniRef90_A0A132N8C9	507.0	113.0	394.0	KEEP
UniRef90_A0A132Z3D8	419.8	106.7	313.1	KEEP
UniRef90_A0A133Q4C3	492.7	117.7	375.0	KEEP
UniRef90_A0A133Q4L8	100.1	331.2	-231.1	REMOVE
UniRef90_A0A133QJI7	179.2	39.9	139.3	KEEP
UniRef90_A0A133S2M3	123.9	424.8	-300.9	REMOVE
UniRef90_A0A133XEM0	103.1	445.1	-342.0	REMOVE
UniRef90_A0A134B9T7	157.9	52.9	105.0	KEEP
UniRef90_A0A134BFS4	103.4	326.3	-222.9	REMOVE
UniRef90_A0A134CE82	375.5	106.7	268.8	KEEP
UniRef90_A0A134CL88	112.8	408.9	-296.1	REMOVE
UniRef90_A0A135HW15	100.1	436.2	-336.1	REMOVE
UniRef90_A0A135L6V3	438.9	124.9	314.0	KEEP
UniRef90_A0A135L7V1	510.1	113.0	397.1	KEEP
UniRef90_A0A136A0P0	83.9	421.7	-337.8	REMOVE
UniRef90_A0A136Q2K4	394.2	100.8	293.4	KEEP
UniRef90_A0A136WFW4	386.1	89.7	296.4	KEEP
UniRef90_A0A137RGD1	168.0	45.6	122.4	KEEP
UniRef90_A0A139BRR4	110.0	453.7	-343.7	REMOVE
UniRef90_A0A139BRY7	228.0	41.6	186.4	KEEP
UniRef90_A0A139BWS6	394.5	101.1	293.4	KEEP
UniRef90_A0A139KHN4	176.9	51.1	125.8	KEEP
UniRef90_A0A139RI01	337.0	98.9	238.1	KEEP
UniRef90_A0A139SHM0	207.1	46.4	160.7	KEEP
UniRef90_A0A139SJB3	88.4	347.9	-259.5	REMOVE
UniRef90_A0A139SLL6	96.1	360.9	-264.8	REMOVE
UniRef90_A0A139SN02	205.5	52.5	153.0	KEEP
UniRef90_A0A139SWZ2	76.8	418.3	-341.5	REMOVE
UniRef90_A0A139X018	374.4	127.3	247.1	KEEP
UniRef90_A0A139XA69	100.3	431.8	-331.5	REMOVE
UniRef90_A0A140DUE5	396.4	106.9	289.5	KEEP
UniRef90_A0A140L5Z4	419.6	118.0	301.6	KEEP
UniRef90_A0A140LBE2	455.2	137.3	317.9	KEEP
UniRef90_A0A142ELV9	118.3	372.1	-253.8	REMOVE
UniRef90_A0A142EMC6	158.8	60.6	98.2	KEEP
UniRef90_A0A143BJ57	376.5	104.3	272.2	KEEP
UniRef90_A0A143BK77	76.4	328.7	-252.3	REMOVE
UniRef90_A0A143BNV4	406.7	131.6	275.1	KEEP
UniRef90_A0A143DF22	94.8	417.9	-323.1	REMOVE
UniRef90_A0A143HD17	558.0	112.1	445.9	KEEP
UniRef90_A0A143HMP5	99.8	435.8	-336.0	REMOVE
UniRef90_A0A143PRQ2	415.7	101.4	314.3	KEEP
UniRef90_A0A143PSY3	108.9	376.3	-267.4	REMOVE
UniRef90_A0A143WQB7	91.5	413.9	-322.4	REMOVE
UniRef90_A0A143WSG5	88.0	417.9	-329.9	REMOVE
UniRef90_A0A143WU68	88.5	411.0	-322.5	REMOVE
UniRef90_A0A146G6X2	402.5	118.4	284.1	KEEP
UniRef90_A0A146GAS0	97.4	357.0	-259.6	REMOVE
UniRef90_A0A147GMJ2	107.4	433.0	-325.6	REMOVE
UniRef90_A0A147K6M4	572.6	113.9	458.7	KEEP
UniRef90_A0A149VZ19	110.2	436.9	-326.7	REMOVE
UniRef90_A0A150FRT3	381.1	127.0	254.1	KEEP
UniRef90_A0A150IL14	402.0	116.9	285.1	KEEP
UniRef90_A0A150ILB9	249.4	76.1	173.3	KEEP
UniRef90_A0A150IV18	417.5	124.7	292.8	KEEP
UniRef90_A0A150IVP8	398.7	112.6	286.1	KEEP
UniRef90_A0A150JBJ2	403.8	114.5	289.3	KEEP
UniRef90_A0A150JPF4	569.2	111.6	457.6	KEEP
UniRef90_A0A150LEU8	560.0	118.1	441.9	KEEP
UniRef90_A0A150LG34	564.0	115.6	448.4	KEEP
UniRef90_A0A150M4F4	552.4	115.3	437.1	KEEP
UniRef90_A0A150W5D3	545.4	107.9	437.5	KEEP
UniRef90_A0A150WQ14	331.0	97.4	233.6	KEEP
UniRef90_A0A150X367	351.9	102.1	249.8	KEEP
UniRef90_A0A150X615	140.2	380.4	-240.2	REMOVE
UniRef90_A0A150X9A6	167.2	47.0	120.2	KEEP
UniRef90_A0A150X9G0	156.5	34.6	121.9	KEEP
UniRef90_A0A150XCN6	152.8	42.4	110.4	KEEP
UniRef90_A0A150XCR1	167.7	53.8	113.9	KEEP
UniRef90_A0A150XW28	133.1	374.3	-241.2	REMOVE
UniRef90_A0A151APN0	412.6	125.6	287.0	KEEP
UniRef90_A0A151AQ74	363.7	111.4	252.3	KEEP
UniRef90_A0A151AZG6	414.3	117.9	296.4	KEEP
UniRef90_A0A151B6W4	358.6	95.7	262.9	KEEP
UniRef90_A0A154BQU7	123.0	417.1	-294.1	REMOVE
UniRef90_A0A154BVE2	390.9	122.6	268.3	KEEP
UniRef90_A0A157QTQ8	96.0	418.0	-322.0	REMOVE
UniRef90_A0A158AFT5	87.6	410.7	-323.1	REMOVE
UniRef90_A0A158CEY4	96.7	448.8	-352.1	REMOVE
UniRef90_A0A158M123	92.8	412.3	-319.5	REMOVE
UniRef90_A0A160DUG9	107.8	449.9	-342.1	REMOVE
UniRef90_A0A160IQS3	542.5	120.2	422.3	KEEP
UniRef90_A0A160SYP4	391.8	113.9	277.9	KEEP
UniRef90_A0A160T0Q5	353.2	104.7	248.5	KEEP
UniRef90_A0A160VFZ9	133.1	375.7	-242.6	REMOVE
UniRef90_A0A161LGY2	175.8	47.0	128.8	KEEP
UniRef90_A0A161ST54	131.4	426.7	-295.3	REMOVE
UniRef90_A0A161TKD2	575.5	113.5	462.0	KEEP
UniRef90_A0A162GH21	116.0	367.3	-251.3	REMOVE
UniRef90_A0A162MEV9	452.7	134.6	318.1	KEEP
UniRef90_A0A162R3Q2	400.1	124.1	276.0	KEEP
UniRef90_A0A162TUL4	491.8	104.6	387.2	KEEP
UniRef90_A0A163CLU9	103.4	440.2	-336.8	REMOVE
UniRef90_A0A163Q5W4	551.5	125.7	425.8	KEEP
UniRef90_A0A163Z1G2	518.4	109.5	408.9	KEEP
UniRef90_A0A165SGZ0	111.1	406.0	-294.9	REMOVE
UniRef90_A0A165YHI1	579.3	116.4	462.9	KEEP
UniRef90_A0A165YPH1	111.7	429.7	-318.0	REMOVE
UniRef90_A0A166G6D5	119.7	355.8	-236.1	REMOVE
UniRef90_A0A166SC78	410.2	123.8	286.4	KEEP
UniRef90_A0A167EZD3	170.0	47.5	122.5	KEEP
UniRef90_A0A167KEY0	118.8	346.4	-227.6	REMOVE
UniRef90_A0A169ZG17	494.1	104.5	389.6	KEEP
UniRef90_A0A170MWQ9	132.5	423.2	-290.7	REMOVE
UniRef90_A0A170ZGB8	134.4	359.5	-225.1	REMOVE
UniRef90_A0A171CSH6	392.9	105.7	287.2	KEEP
UniRef90_A0A171DIP1	409.1	110.5	298.6	KEEP
UniRef90_A0A171KVH6	89.8	413.6	-323.8	REMOVE
UniRef90_A0A172TAQ3	446.8	105.2	341.6	KEEP
UniRef90_A0A172TP86	395.5	94.8	300.7	KEEP
UniRef90_A0A172TSR2	141.1	336.0	-194.9	REMOVE
UniRef90_A0A172TTJ3	160.3	45.2	115.1	KEEP
UniRef90_A0A172Y0J8	155.5	48.3	107.2	KEEP
UniRef90_A0A172Y9K1	113.4	408.5	-295.1	REMOVE
UniRef90_A0A172YDG9	91.5	420.7	-329.2	REMOVE
UniRef90_A0A172ZEY2	398.7	99.3	299.4	KEEP
UniRef90_A0A173DYU8	114.0	373.2	-259.2	REMOVE
UniRef90_A0A173DZF2	294.2	73.6	220.6	KEEP
UniRef90_A0A173MLB4	118.7	336.6	-217.9	REMOVE
UniRef90_A0A173RXL4	384.9	105.0	279.9	KEEP
UniRef90_A0A173U152	367.7	97.2	270.5	KEEP
UniRef90_A0A173XQV7	368.2	93.7	274.5	KEEP
UniRef90_A0A174CIR0	408.0	119.7	288.3	KEEP
UniRef90_A0A174CNH1	399.0	123.3	275.7	KEEP
UniRef90_A0A174GJZ9	409.3	117.5	291.8	KEEP
UniRef90_A0A174GR61	405.2	118.2	287.0	KEEP
UniRef90_A0A174IYQ4	436.4	117.0	319.4	KEEP
UniRef90_A0A174KCH4	415.5	131.2	284.3	KEEP
UniRef90_A0A174PX41	430.5	109.5	321.0	KEEP
UniRef90_A0A174SB57	187.4	51.0	136.4	KEEP
UniRef90_A0A174TJZ5	409.6	128.5	281.1	KEEP
UniRef90_A0A174VAU2	175.3	47.7	127.6	KEEP
UniRef90_A0A175R8T8	102.0	421.9	-319.9	REMOVE
UniRef90_A0A176S843	117.0	443.0	-326.0	REMOVE
UniRef90_A0A176TDP3	169.3	51.3	118.0	KEEP
UniRef90_A0A177K1U4	125.8	423.2	-297.4	REMOVE
UniRef90_A0A177N180	111.7	454.9	-343.2	REMOVE
UniRef90_A0A177ZPD3	555.3	113.7	441.6	KEEP
UniRef90_A0A178IED0	213.9	50.6	163.3	KEEP
UniRef90_A0A178IJG1	89.3	360.6	-271.3	REMOVE
UniRef90_A0A178MSN7	117.1	407.0	-289.9	REMOVE
UniRef90_A0A178MYS5	111.7	393.2	-281.5	REMOVE
UniRef90_A0A179D415	245.6	60.4	185.2	KEEP
UniRef90_A0A179D530	120.8	405.9	-285.1	REMOVE
UniRef90_A0A179D5P5	244.4	64.7	179.7	KEEP
UniRef90_A0A179DCA5	156.2	38.7	117.5	KEEP
UniRef90_A0A179DII9	118.7	336.5	-217.8	REMOVE
UniRef90_A0A179ETQ7	423.6	104.2	319.4	KEEP
UniRef90_A0A179T264	124.6	435.5	-310.9	REMOVE
UniRef90_A0A191ZDZ7	111.3	451.8	-340.5	REMOVE
UniRef90_A0A192H4P6	370.4	112.3	258.1	KEEP
