seq_id	score_Ia	score_II	delta_bits	assigned_subtype	confidence
UniRef90_A0A0L0UYB5	501.4	83.1	418.3	Ia	HIGH
UniRef90_A0A0L0V4T6	476.2	73.4	402.8	Ia	HIGH
UniRef90_A0A0L0W5Q8	481.7	82.3	399.4	Ia	HIGH
UniRef90_A0A0L1J5F7	565.1	79.7	485.4	Ia	HIGH
UniRef90_A0A0L6U5Y8	444.1	82.4	361.7	Ia	HIGH
UniRef90_A0A0L6U6E0	486.4	77.7	408.7	Ia	HIGH
UniRef90_A0A0L7SVX6	589.4	90.0	499.4	Ia	HIGH
UniRef90_A0A0L7TII2	589.3	111.9	477.4	Ia	HIGH
UniRef90_A0A0M2HN56	483.7	120.0	363.7	Ia	HIGH
UniRef90_A0A0M2KBX9	561.6	94.3	467.3	Ia	HIGH
UniRef90_A0A0M2Q1P6	525.3	101.1	424.2	Ia	HIGH
UniRef90_A0A0M2V4J8	507.7	94.8	412.9	Ia	HIGH
UniRef90_A0A0M2ZBR0	481.7	132.0	349.7	Ia	HIGH
UniRef90_A0A0M4DJF4	496.3	79.1	417.2	Ia	HIGH
UniRef90_A0A0M4HAQ4	584.1	88.7	495.4	Ia	HIGH
UniRef90_A0A0M4L4E1	489.2	82.3	406.9	Ia	HIGH
UniRef90_A0A0M4NG93	523.2	95.7	427.5	Ia	HIGH
UniRef90_A0A0M4RQY8	463.4	119.3	344.1	Ia	HIGH
UniRef90_A0A0M4T3N6	504.9	75.6	429.3	Ia	HIGH
UniRef90_A0A0M5KRY3	524.4	90.5	433.9	Ia	HIGH
UniRef90_A0A0M6W6B6	555.6	100.8	454.8	Ia	HIGH
UniRef90_A0A0M7DXR1	559.5	117.3	442.2	Ia	HIGH
UniRef90_A0A0M8MTP7	540.8	85.5	455.3	Ia	HIGH
UniRef90_A0A0M8MZV8	551.3	74.4	476.9	Ia	HIGH
UniRef90_A0A0M9EYR8	567.9	84.3	483.6	Ia	HIGH
UniRef90_A0A0M9VPL4	545.3	106.4	438.9	Ia	HIGH
UniRef90_A0A0N0E1J3	444.9	61.9	383.0	Ia	HIGH
UniRef90_A0A0N0RTH9	556.7	84.2	472.5	Ia	HIGH
UniRef90_A0A0N0XHY5	574.5	88.1	486.4	Ia	HIGH
UniRef90_A0A0N0Z6Y0	587.3	100.8	486.5	Ia	HIGH
UniRef90_A0A0N0Z7D0	577.0	96.1	480.9	Ia	HIGH
UniRef90_A0A0N1HVH7	498.3	82.5	415.8	Ia	HIGH
UniRef90_A0A0N1I1Z4	554.3	68.5	485.8	Ia	HIGH
UniRef90_A0A0N1KHN3	549.4	93.5	455.9	Ia	HIGH
UniRef90_A0A0N7LW02	530.0	97.3	432.7	Ia	HIGH
UniRef90_A0A0N8GVD1	568.2	97.2	471.0	Ia	HIGH
UniRef90_A0A0N8H8Q9	532.5	72.5	460.0	Ia	HIGH
UniRef90_A0A0N9NFH5	484.5	127.8	356.7	Ia	HIGH
UniRef90_A0A0N9V9Y4	394.9	64.5	330.4	Ia	HIGH
UniRef90_A0A0N9XCZ6	478.7	131.1	347.6	Ia	HIGH
UniRef90_A0A0P0USM1	532.5	91.8	440.7	Ia	HIGH
UniRef90_A0A0P1AEX6	523.3	106.5	416.8	Ia	HIGH
UniRef90_A0A0P1AHE5	537.5	101.7	435.8	Ia	HIGH
UniRef90_A0A0P1BF49	503.2	82.4	420.8	Ia	HIGH
UniRef90_A0A0P1FST6	514.3	98.9	415.4	Ia	HIGH
UniRef90_A0A0P1G6Y2	530.9	113.0	417.9	Ia	HIGH
UniRef90_A0A0P1GPW6	514.4	98.4	416.0	Ia	HIGH
UniRef90_A0A0P1H8L0	507.0	107.5	399.5	Ia	HIGH
UniRef90_A0A0P7AZL8	560.7	91.4	469.3	Ia	HIGH
UniRef90_A0A0P7B100	564.8	80.6	484.2	Ia	HIGH
UniRef90_A0A0P8BR45	516.3	110.4	405.9	Ia	HIGH
UniRef90_A0A0P9EST8	520.4	110.3	410.1	Ia	HIGH
UniRef90_A0A0P9F2H2	479.6	74.2	405.4	Ia	HIGH
UniRef90_A0A0P9IRC3	492.5	79.0	413.5	Ia	HIGH
UniRef90_A0A0P9ZPN8	503.6	83.1	420.5	Ia	HIGH
UniRef90_A0A0Q0D0W0	441.8	57.1	384.7	Ia	HIGH
UniRef90_A0A0Q0T208	448.6	58.1	390.5	Ia	HIGH
UniRef90_A0A0Q2MDI5	543.0	103.5	439.5	Ia	HIGH
UniRef90_A0A0Q2SEE2	457.2	82.4	374.8	Ia	HIGH
UniRef90_A0A0Q2Y5H4	565.7	98.6	467.1	Ia	HIGH
UniRef90_A0A0R0ASJ5	535.7	104.6	431.1	Ia	HIGH
UniRef90_A0A0R0BIH7	541.1	115.1	426.0	Ia	HIGH
UniRef90_A0A0R0CZL9	549.2	122.7	426.5	Ia	HIGH
UniRef90_A0A0R0CZM2	547.1	108.4	438.7	Ia	HIGH
UniRef90_A0A0R0D3B7	541.8	113.0	428.8	Ia	HIGH
UniRef90_A0A0R2R6G3	262.0	56.6	205.4	Ia	HIGH
UniRef90_A0A0R2SB75	472.2	76.2	396.0	Ia	HIGH
UniRef90_A0A0R2SV22	491.2	83.6	407.6	Ia	HIGH
UniRef90_A0A0R2U8A4	508.1	118.4	389.7	Ia	HIGH
UniRef90_A0A0R2X686	488.7	79.4	409.3	Ia	HIGH
UniRef90_A0A0R5ZN04	386.3	62.1	324.2	Ia	HIGH
UniRef90_A0A0S1B356	538.7	108.4	430.3	Ia	HIGH
UniRef90_A0A0S2K9P8	504.6	90.8	413.8	Ia	HIGH
UniRef90_A0A0S2KF37	496.2	77.9	418.3	Ia	HIGH
UniRef90_A0A0S2LUZ5	472.9	125.2	347.7	Ia	HIGH
UniRef90_A0A0S2SCS7	576.5	101.9	474.6	Ia	HIGH
UniRef90_A0A0S2SCW8	530.3	84.8	445.5	Ia	HIGH
UniRef90_A0A0S2SIN8	548.2	98.3	449.9	Ia	HIGH
UniRef90_A0A0S2SMU4	493.1	88.2	404.9	Ia	HIGH
UniRef90_A0A0S4KVG8	498.2	92.2	406.0	Ia	HIGH
UniRef90_A0A0S4LJC4	480.3	88.5	391.8	Ia	HIGH
UniRef90_A0A0T5P431	509.4	86.7	422.7	Ia	HIGH
UniRef90_A0A0T9N084	595.4	117.3	478.1	Ia	HIGH
UniRef90_A0A0U1DSS9	421.5	122.1	299.4	Ia	HIGH
UniRef90_A0A0U1P8N5	546.2	83.0	463.2	Ia	HIGH
UniRef90_A0A0U1Q0L5	531.8	99.4	432.4	Ia	HIGH
UniRef90_A0A0U1Q1P5	544.1	106.5	437.6	Ia	HIGH
UniRef90_A0A0U3A9X4	524.8	84.1	440.7	Ia	HIGH
UniRef90_A0A0U3LBI5	544.1	103.5	440.6	Ia	HIGH
UniRef90_A0A0U5E844	588.6	108.9	479.7	Ia	HIGH
UniRef90_A0A0U5EC44	550.1	100.8	449.3	Ia	HIGH
UniRef90_A0A0U5G293	571.4	87.8	483.6	Ia	HIGH
UniRef90_A0A0U5L4E9	577.8	99.7	478.1	Ia	HIGH
UniRef90_A0A0V7ZX31	507.9	84.7	423.2	Ia	HIGH
UniRef90_A0A0W0H3P0	437.7	57.3	380.4	Ia	HIGH
UniRef90_A0A0W0WLE3	472.5	82.2	390.3	Ia	HIGH
UniRef90_A0A0W1AK67	502.0	80.9	421.1	Ia	HIGH
UniRef90_A0A0W7YXE8	549.0	121.5	427.5	Ia	HIGH
UniRef90_A0A0W7YZU4	541.2	103.6	437.6	Ia	HIGH
UniRef90_A0A0W8DKW4	389.3	75.1	314.2	Ia	HIGH
UniRef90_A0A0X1T391	435.8	57.1	378.7	Ia	HIGH
UniRef90_A0A0X8HEI7	511.9	99.4	412.5	Ia	HIGH
UniRef90_A0A0X8HTV1	573.2	78.0	495.2	Ia	HIGH
UniRef90_A0A0X8XAV8	490.3	98.8	391.5	Ia	HIGH
UniRef90_A0A101M8A9	547.9	86.7	461.2	Ia	HIGH
UniRef90_A0A103DWC4	528.8	94.9	433.9	Ia	HIGH
UniRef90_A0A107F8L2	445.4	69.6	375.8	Ia	HIGH
UniRef90_A0A107GIS7	457.6	81.4	376.2	Ia	HIGH
UniRef90_A0A109JSE5	542.3	115.3	427.0	Ia	HIGH
UniRef90_A0A109QEN5	550.3	88.2	462.1	Ia	HIGH
UniRef90_A0A109UZ91	550.5	79.5	471.0	Ia	HIGH
UniRef90_A0A117XXF7	487.1	98.6	388.5	Ia	HIGH
UniRef90_A0A125R0H5	435.2	70.1	365.1	Ia	HIGH
UniRef90_A0A126T3P7	552.2	112.8	439.4	Ia	HIGH
UniRef90_A0A127A8C7	463.6	114.6	349.0	Ia	HIGH
UniRef90_A0A127FB63	538.7	102.5	436.2	Ia	HIGH
UniRef90_A0A127JQH1	545.0	103.3	441.7	Ia	HIGH
UniRef90_A0A127JU59	515.8	80.5	435.3	Ia	HIGH
UniRef90_A0A127K2R7	482.9	79.4	403.5	Ia	HIGH
UniRef90_A0A127KAS7	568.1	116.7	451.4	Ia	HIGH
UniRef90_A0A127M5H3	501.5	87.3	414.2	Ia	HIGH
UniRef90_A0A128EX68	545.7	88.6	457.1	Ia	HIGH
UniRef90_A0A128F735	574.9	106.7	468.2	Ia	HIGH
UniRef90_A0A128FAM2	541.8	91.9	449.9	Ia	HIGH
UniRef90_A0A132BUW2	519.9	103.4	416.5	Ia	HIGH
UniRef90_A0A132PKU0	481.6	129.6	352.0	Ia	HIGH
UniRef90_A0A133P1H5	469.4	82.3	387.1	Ia	HIGH
UniRef90_A0A133XIL3	569.2	133.7	435.5	Ia	HIGH
UniRef90_A0A133XMY5	473.9	79.2	394.7	Ia	HIGH
UniRef90_A0A135I5B6	549.7	96.0	453.7	Ia	HIGH
UniRef90_A0A135LZ33	559.8	81.1	478.7	Ia	HIGH
UniRef90_A0A135Z931	460.4	84.3	376.1	Ia	HIGH
UniRef90_A0A136A5U3	507.3	78.4	428.9	Ia	HIGH
UniRef90_A0A136J471	554.4	77.3	477.1	Ia	HIGH
UniRef90_A0A136J5P8	449.3	60.4	388.9	Ia	HIGH
UniRef90_A0A136JJ88	562.0	95.1	466.9	Ia	HIGH
UniRef90_A0A136PNR6	479.1	102.6	376.5	Ia	HIGH
UniRef90_A0A137NQX6	482.9	75.3	407.6	Ia	HIGH
UniRef90_A0A138ZWQ9	543.0	93.3	449.7	Ia	HIGH
UniRef90_A0A139ATW0	569.9	92.8	477.1	Ia	HIGH
UniRef90_A0A139HJ67	561.2	91.7	469.5	Ia	HIGH
UniRef90_A0A139I5B3	544.4	81.2	463.2	Ia	HIGH
UniRef90_A0A139IUB7	563.6	89.6	474.0	Ia	HIGH
UniRef90_A0A139SQ83	471.7	83.4	388.3	Ia	HIGH
UniRef90_A0A139STG5	470.9	89.7	381.2	Ia	HIGH
UniRef90_A0A139SWI7	507.1	87.7	419.4	Ia	HIGH
UniRef90_A0A142G2W6	556.5	99.5	457.0	Ia	HIGH
UniRef90_A0A143HMG9	523.3	114.4	408.9	Ia	HIGH
UniRef90_A0A143PFQ2	515.8	114.0	401.8	Ia	HIGH
UniRef90_A0A146G6N0	493.1	89.9	403.2	Ia	HIGH
UniRef90_A0A147KMA8	515.5	112.3	403.2	Ia	HIGH
UniRef90_A0A151GKW0	551.7	75.9	475.8	Ia	HIGH
UniRef90_A0A151GTA9	563.6	91.3	472.3	Ia	HIGH
UniRef90_A0A151JI12	505.0	87.1	417.9	Ia	HIGH
UniRef90_A0A151Y446	408.1	76.0	332.1	Ia	HIGH
UniRef90_A0A154DI85	513.6	93.5	420.1	Ia	HIGH
UniRef90_A0A154MXC8	361.4	68.0	293.4	Ia	HIGH
UniRef90_A0A154QHC7	534.3	125.0	409.3	Ia	HIGH
UniRef90_A0A157Q3W3	522.4	98.9	423.5	Ia	HIGH
UniRef90_A0A157SNI9	525.5	92.7	432.8	Ia	HIGH
UniRef90_A0A157SV04	557.5	116.5	441.0	Ia	HIGH
UniRef90_A0A158FPF1	532.2	98.2	434.0	Ia	HIGH
UniRef90_A0A158IEX5	535.9	94.3	441.6	Ia	HIGH
UniRef90_A0A160GF98	512.0	94.0	418.0	Ia	HIGH
UniRef90_A0A160SX61	515.5	72.2	443.3	Ia	HIGH
UniRef90_A0A160TUF6	547.2	89.8	457.4	Ia	HIGH
UniRef90_A0A161HSH9	463.2	110.1	353.1	Ia	HIGH
UniRef90_A0A161KAD2	507.2	113.8	393.4	Ia	HIGH
UniRef90_A0A162IIU2	562.6	90.9	471.7	Ia	HIGH
UniRef90_A0A162JSS3	558.7	87.4	471.3	Ia	HIGH
UniRef90_A0A162MTF9	545.2	80.0	465.2	Ia	HIGH
UniRef90_A0A162NE90	562.3	91.9	470.4	Ia	HIGH
UniRef90_A0A162SXR2	548.3	109.4	438.9	Ia	HIGH
UniRef90_A0A162UJ84	551.0	99.0	452.0	Ia	HIGH
UniRef90_A0A162XXH0	552.7	73.1	479.6	Ia	HIGH
UniRef90_A0A162YPV6	504.0	120.6	383.4	Ia	HIGH
UniRef90_A0A163J743	550.9	93.2	457.7	Ia	HIGH
UniRef90_A0A163JHW1	422.5	73.9	348.6	Ia	HIGH
UniRef90_A0A163PR94	469.5	121.0	348.5	Ia	HIGH
UniRef90_A0A164Q7C0	524.7	75.4	449.3	Ia	HIGH
UniRef90_A0A164T5R1	520.9	97.7	423.2	Ia	HIGH
UniRef90_A0A165CRU9	528.2	86.7	441.5	Ia	HIGH
UniRef90_A0A165EXI3	584.7	108.0	476.7	Ia	HIGH
UniRef90_A0A165EZ03	531.7	95.7	436.0	Ia	HIGH
UniRef90_A0A165H230	551.6	91.2	460.4	Ia	HIGH
UniRef90_A0A165HPA0	532.0	101.0	431.0	Ia	HIGH
UniRef90_A0A165JZC4	565.2	80.0	485.2	Ia	HIGH
UniRef90_A0A165KBX8	526.4	98.8	427.6	Ia	HIGH
UniRef90_A0A165PWW6	519.0	82.5	436.5	Ia	HIGH
UniRef90_A0A165QYF5	532.7	78.6	454.1	Ia	HIGH
UniRef90_A0A166PBL5	563.8	86.6	477.2	Ia	HIGH
UniRef90_A0A166T366	526.4	77.7	448.7	Ia	HIGH
UniRef90_A0A166US22	559.1	78.0	481.1	Ia	HIGH
UniRef90_A0A166WAK6	510.2	97.5	412.7	Ia	HIGH
UniRef90_A0A167CTQ0	560.7	84.4	476.3	Ia	HIGH
UniRef90_A0A167ECD3	557.2	92.3	464.9	Ia	HIGH
UniRef90_A0A167GEW2	521.2	102.9	418.3	Ia	HIGH
UniRef90_A0A167SDN7	535.5	99.0	436.5	Ia	HIGH
UniRef90_A0A167VJZ9	553.7	85.0	468.7	Ia	HIGH
UniRef90_A0A167ZC72	555.1	97.6	457.5	Ia	HIGH
UniRef90_A0A168F302	552.7	88.2	464.5	Ia	HIGH
UniRef90_A0A168RQY6	557.5	86.9	470.6	Ia	HIGH
UniRef90_A0A169GRF6	532.6	120.7	411.9	Ia	HIGH
UniRef90_A0A170AQ66	552.0	83.1	468.9	Ia	HIGH
UniRef90_A0A171KPC0	548.8	111.8	437.0	Ia	HIGH
UniRef90_A0A172TBT3	444.0	66.9	377.1	Ia	HIGH
UniRef90_A0A172WE96	576.7	86.6	490.1	Ia	HIGH
UniRef90_A0A172YCK0	428.1	65.7	362.4	Ia	HIGH
UniRef90_A0A172YFX5	505.7	84.0	421.7	Ia	HIGH
UniRef90_A0A173LMY9	487.8	132.0	355.8	Ia	HIGH
UniRef90_A0A175VM20	462.4	78.9	383.5	Ia	HIGH
UniRef90_A0A177DNZ4	568.9	94.3	474.6	Ia	HIGH
UniRef90_A0A177HWP4	500.8	113.6	387.2	Ia	HIGH
UniRef90_A0A177IRZ8	486.3	186.9	299.4	Ia	HIGH
UniRef90_A0A177MYI0	554.8	112.7	442.1	Ia	HIGH
UniRef90_A0A177NWH0	554.8	119.6	435.2	Ia	HIGH
UniRef90_A0A177THP5	534.0	100.7	433.3	Ia	HIGH
UniRef90_A0A177XU50	434.3	83.5	350.8	Ia	HIGH
UniRef90_A0A178EYR3	556.1	87.0	469.1	Ia	HIGH
UniRef90_A0A178IGI9	464.9	79.7	385.2	Ia	HIGH
UniRef90_A0A178J5Y8	446.6	75.7	370.9	Ia	HIGH
UniRef90_A0A178K2C8	574.3	108.8	465.5	Ia	HIGH
UniRef90_A0A178KJH6	547.5	87.2	460.3	Ia	HIGH
UniRef90_A0A178KL96	557.9	104.3	453.6	Ia	HIGH
UniRef90_A0A179UUT4	554.5	90.6	463.9	Ia	HIGH
UniRef90_A0A180GM11	472.6	79.7	392.9	Ia	HIGH
UniRef90_A0A180GT92	500.7	80.5	420.2	Ia	HIGH
UniRef90_A0A180H2N2	511.1	79.7	431.4	Ia	HIGH
UniRef90_A0A182T7W0	412.2	73.2	339.0	Ia	HIGH
UniRef90_A0A191ZK40	554.9	102.7	452.2	Ia	HIGH
UniRef90_A0A192A780	530.1	94.6	435.5	Ia	HIGH
UniRef90_A0A193FYI3	556.1	115.0	441.1	Ia	HIGH
UniRef90_A0A193FZI1	530.1	91.0	439.1	Ia	HIGH
UniRef90_A0A194S753	539.7	100.5	439.2	Ia	HIGH
UniRef90_A0A194XJR3	572.7	90.1	482.6	Ia	HIGH
UniRef90_A0A198UDC7	504.0	89.6	414.4	Ia	HIGH
UniRef90_A0A1A0HJS3	557.0	76.0	481.0	Ia	HIGH
UniRef90_A0A1A6AD49	517.4	80.8	436.6	Ia	HIGH
UniRef90_A0A1A6C3H6	555.9	114.5	441.4	Ia	HIGH
UniRef90_A0A1A7BYQ0	481.9	85.2	396.7	Ia	HIGH
UniRef90_A0A1A7C2M8	545.4	124.1	421.3	Ia	HIGH
UniRef90_A0A1A7R8B8	409.0	75.8	333.2	Ia	HIGH
UniRef90_A0A1A8TE49	524.3	99.5	424.8	Ia	HIGH
UniRef90_A0A1A8TLV8	528.7	95.5	433.2	Ia	HIGH
UniRef90_A0A1A8XGF3	554.2	124.0	430.2	Ia	HIGH
UniRef90_A0A1A8XZ39	466.0	84.9	381.1	Ia	HIGH
UniRef90_A0A1A8XZG0	461.3	84.4	376.9	Ia	HIGH
UniRef90_A0A1A9A0Y4	475.7	97.9	377.8	Ia	HIGH
UniRef90_A0A1A9EXZ4	507.0	77.8	429.2	Ia	HIGH
UniRef90_A0A1B0ZYK1	529.2	96.3	432.9	Ia	HIGH
UniRef90_A0A1B1MQ74	414.8	75.0	339.8	Ia	HIGH
UniRef90_A0A1B1NNV8	539.6	95.7	443.9	Ia	HIGH
UniRef90_A0A1B1UHR1	541.4	119.0	422.4	Ia	HIGH
UniRef90_A0A1B1YX38	462.6	66.8	395.8	Ia	HIGH
UniRef90_A0A1B2AS01	427.4	69.3	358.1	Ia	HIGH
UniRef90_A0A1B2F4N6	442.7	59.3	383.4	Ia	HIGH
UniRef90_A0A1B2J7W6	576.9	79.9	497.0	Ia	HIGH
UniRef90_A0A1B2JG33	566.6	77.8	488.8	Ia	HIGH
UniRef90_A0A1B2LZJ0	425.7	73.4	352.3	Ia	HIGH
UniRef90_A0A1B4FAA4	478.2	65.8	412.4	Ia	HIGH
UniRef90_A0A1B4V2B2	478.5	86.9	391.6	Ia	HIGH
UniRef90_A0A1B4XIX8	492.4	76.4	416.0	Ia	HIGH
UniRef90_A0A1B7KYN8	559.4	111.8	447.6	Ia	HIGH
UniRef90_A0A1B7L530	584.8	110.1	474.7	Ia	HIGH
UniRef90_A0A1B7L740	561.0	86.3	474.7	Ia	HIGH
UniRef90_A0A1B7NA63	521.2	92.3	428.9	Ia	HIGH
UniRef90_A0A1B7P797	421.6	59.2	362.4	Ia	HIGH
UniRef90_A0A1B7TFK0	550.9	85.5	465.4	Ia	HIGH
UniRef90_A0A1B8GS66	565.1	87.6	477.5	Ia	HIGH
UniRef90_A0A1B8HKA6	544.8	90.5	454.3	Ia	HIGH
UniRef90_A0A1B8I370	534.4	84.8	449.6	Ia	HIGH
UniRef90_A0A1B8SP49	545.7	93.9	451.8	Ia	HIGH
UniRef90_A0A1B9FVT6	538.6	107.2	431.4	Ia	HIGH
UniRef90_A0A1B9QX56	537.4	93.5	443.9	Ia	HIGH
UniRef90_A0A1C0U660	562.2	83.4	478.8	Ia	HIGH
UniRef90_A0A1C1CR95	565.5	88.2	477.3	Ia	HIGH
UniRef90_A0A1C2DRN4	447.4	66.0	381.4	Ia	HIGH
UniRef90_A0A1C3CTL3	508.4	87.0	421.4	Ia	HIGH
UniRef90_A0A1C3CV18	406.6	75.6	331.0	Ia	HIGH
UniRef90_A0A1C3EB64	539.4	79.4	460.0	Ia	HIGH
UniRef90_A0A1C3EJX8	450.1	77.2	372.9	Ia	HIGH
UniRef90_A0A1C3ER76	574.3	98.6	475.7	Ia	HIGH
UniRef90_A0A1C3IP09	448.7	97.8	350.9	Ia	HIGH
UniRef90_A0A1C3XWK1	519.4	113.2	406.2	Ia	HIGH
UniRef90_A0A1C4E722	594.0	82.4	511.6	Ia	HIGH
UniRef90_A0A1C4GX50	410.9	71.3	339.6	Ia	HIGH
UniRef90_A0A1C4H577	468.5	93.1	375.4	Ia	HIGH
UniRef90_A0A1C4H5J1	454.1	93.1	361.0	Ia	HIGH
UniRef90_A0A1C5HDV6	478.3	103.8	374.5	Ia	HIGH
UniRef90_A0A1C6R7C7	488.5	87.7	400.8	Ia	HIGH
UniRef90_A0A1C6RM50	482.8	101.8	381.0	Ia	HIGH
UniRef90_A0A1C6VLA9	480.7	104.5	376.2	Ia	HIGH
UniRef90_A0A1C7M1W5	514.6	93.1	421.5	Ia	HIGH
UniRef90_A0A1C7MEY8	518.3	77.5	440.8	Ia	HIGH
UniRef90_A0A1C7N074	556.6	100.7	455.9	Ia	HIGH
UniRef90_A0A1C7N969	555.7	104.6	451.1	Ia	HIGH
UniRef90_A0A1C7N9E5	550.3	94.5	455.8	Ia	HIGH
UniRef90_A0A1C7NKZ4	559.7	93.7	466.0	Ia	HIGH
UniRef90_A0A1C7PB45	528.1	114.2	413.9	Ia	HIGH
UniRef90_A0A1C7Z0E7	440.6	66.7	373.9	Ia	HIGH
UniRef90_A0A1C9WA67	520.8	108.5	412.3	Ia	HIGH
UniRef90_A0A1D1XEE0	548.6	96.1	452.5	Ia	HIGH
UniRef90_A0A1D2QT68	512.3	76.0	436.3	Ia	HIGH
UniRef90_A0A1D2VMK0	553.7	82.0	471.7	Ia	HIGH
UniRef90_A0A1D2VQQ7	553.9	78.1	475.8	Ia	HIGH
UniRef90_A0A1D8AST0	468.6	92.4	376.2	Ia	HIGH
UniRef90_A0A1D8AUI7	496.8	115.2	381.6	Ia	HIGH
UniRef90_A0A1D8KAG5	550.0	115.9	434.1	Ia	HIGH
UniRef90_A0A1D8PGI8	567.5	71.0	496.5	Ia	HIGH
UniRef90_A0A1E1LVP5	565.2	83.9	481.3	Ia	HIGH
UniRef90_A0A1E2UJE0	551.9	101.7	450.2	Ia	HIGH
UniRef90_A0A1E2UUZ9	488.8	109.7	379.1	Ia	HIGH
UniRef90_A0A1E2V9P8	519.9	91.3	428.6	Ia	HIGH
UniRef90_A0A1E2VF24	399.3	81.5	317.8	Ia	HIGH
UniRef90_A0A1E3GSH4	540.7	115.7	425.0	Ia	HIGH
UniRef90_A0A1E3HSF2	536.8	89.9	446.9	Ia	HIGH
UniRef90_A0A1E3IBR3	519.0	81.9	437.1	Ia	HIGH
UniRef90_A0A1E3NF18	563.3	88.9	474.4	Ia	HIGH
UniRef90_A0A1E3NNV6	562.6	80.5	482.1	Ia	HIGH
UniRef90_A0A1E3NUB4	555.5	81.8	473.7	Ia	HIGH
UniRef90_A0A1E3P391	567.6	86.9	480.7	Ia	HIGH
UniRef90_A0A1E3PIC7	547.4	78.8	468.6	Ia	HIGH
UniRef90_A0A1E3PSP7	557.9	83.8	474.1	Ia	HIGH
UniRef90_A0A1E3Q375	531.8	83.7	448.1	Ia	HIGH
UniRef90_A0A1E3QF81	554.5	79.3	475.2	Ia	HIGH
UniRef90_A0A1E3QJX3	574.2	75.6	498.6	Ia	HIGH
UniRef90_A0A1E3QNL5	555.4	78.5	476.9	Ia	HIGH
UniRef90_A0A1E3R6W2	482.3	130.1	352.2	Ia	HIGH
UniRef90_A0A1E4RN63	428.4	60.6	367.8	Ia	HIGH
UniRef90_A0A1E4SF04	572.0	76.7	495.3	Ia	HIGH
UniRef90_A0A1E4SN43	576.5	80.6	495.9	Ia	HIGH
UniRef90_A0A1E4STL4	559.4	79.0	480.4	Ia	HIGH
UniRef90_A0A1E4T1N2	555.0	81.4	473.6	Ia	HIGH
UniRef90_A0A1E4TE89	555.0	75.8	479.2	Ia	HIGH
UniRef90_A0A1E4TF03	573.1	76.1	497.0	Ia	HIGH
UniRef90_A0A1E4TY04	571.9	87.0	484.9	Ia	HIGH
UniRef90_A0A1E4TYR1	571.7	86.0	485.7	Ia	HIGH
UniRef90_A0A1E5C9L8	542.8	87.3	455.5	Ia	HIGH
UniRef90_A0A1E5CW22	543.6	95.3	448.3	Ia	HIGH
UniRef90_A0A1E5DYE5	539.8	99.6	440.2	Ia	HIGH
UniRef90_A0A1E5E0T1	539.7	93.2	446.5	Ia	HIGH
UniRef90_A0A1E5IPX8	575.6	90.8	484.8	Ia	HIGH
UniRef90_A0A1E5IYC3	547.7	95.1	452.6	Ia	HIGH
UniRef90_A0A1E5R298	563.4	92.6	470.8	Ia	HIGH
UniRef90_A0A1E5RF47	576.5	83.8	492.7	Ia	HIGH
UniRef90_A0A1E5RR30	576.0	77.3	498.7	Ia	HIGH
UniRef90_A0A1E5RZC7	542.0	80.4	461.6	Ia	HIGH
UniRef90_A0A1E5XLS2	527.8	112.5	415.3	Ia	HIGH
UniRef90_A0A1E7Q4X6	506.3	88.8	417.5	Ia	HIGH
UniRef90_A0A1E7RE02	409.6	62.4	347.2	Ia	HIGH
UniRef90_A0A1E7WDM5	547.7	134.1	413.6	Ia	HIGH
UniRef90_A0A1E7X5Y4	484.3	87.9	396.4	Ia	HIGH
UniRef90_A0A1E7Z7C2	518.3	90.4	427.9	Ia	HIGH
UniRef90_A0A1E8CGT8	486.9	76.0	410.9	Ia	HIGH
UniRef90_A0A1E8CKU6	505.7	94.9	410.8	Ia	HIGH
UniRef90_A0A1E8DY91	417.2	72.5	344.7	Ia	HIGH
UniRef90_A0A1E8PVF1	478.5	114.0	364.5	Ia	HIGH
UniRef90_A0A1F2Q147	490.9	95.5	395.4	Ia	HIGH
UniRef90_A0A1F5JDZ6	457.4	85.8	371.6	Ia	HIGH
UniRef90_A0A1F5LEJ5	523.3	69.5	453.8	Ia	HIGH
UniRef90_A0A1F5NJB7	422.7	54.2	368.5	Ia	HIGH
UniRef90_A0A1F6DCR1	325.6	59.1	266.5	Ia	HIGH
UniRef90_A0A1F6E9V2	322.2	54.5	267.7	Ia	HIGH
UniRef90_A0A1F6SZW2	508.5	75.7	432.8	Ia	HIGH
UniRef90_A0A1F6VDT0	502.2	80.9	421.3	Ia	HIGH
UniRef90_A0A1F7F588	481.0	76.1	404.9	Ia	HIGH
UniRef90_A0A1F7RUL2	474.6	87.4	387.2	Ia	HIGH
UniRef90_A0A1F7SNT8	475.3	78.5	396.8	Ia	HIGH
UniRef90_A0A1G2P2S8	458.0	78.5	379.5	Ia	HIGH
UniRef90_A0A1G2QX84	422.7	63.3	359.4	Ia	HIGH
UniRef90_A0A1G2QYY4	424.5	61.5	363.0	Ia	HIGH
UniRef90_A0A1G2R4T2	462.2	81.2	381.0	Ia	HIGH
UniRef90_A0A1G2RKP7	438.2	66.7	371.5	Ia	HIGH
UniRef90_A0A1G2RL65	482.9	90.6	392.3	Ia	HIGH
UniRef90_A0A1G4IUG2	567.9	95.9	472.0	Ia	HIGH
UniRef90_A0A1G4J3E4	574.2	94.0	480.2	Ia	HIGH
